m1_q8_state,m1_q50_1_pump_type,m1_q51_elec_agri_satisfaction,m2_q55_grid,m2_q56_micro_aware,m2_q58_micro_use,m2_q59_solar_aware,m2_q60_solar_use,m2_q61_kerolamp_use,m2_q64_alight_read_children,m2_q64_alight_read_adults,m2_q69_elec_hrs,m2_q70_elec_night_hrs,m2_q71_elec_out_days,m2_q74_elec_paysource,m2_q74_elec_paysource_other,m2_q77_electrified_satisfaction,m2_q781_elecunsatisfy_expensive,m2_q782_elecunsatisfy_unavail,m2_q783_elecunsatisfy_quality,m2_q784_elecunsatisfy_repair,m2_q81_grid_availability,m2_q811_ngrid_expensive_connect,m2_q812_ngrid_expensive_bill,m2_q813_ngrid_unreliable,m2_q814_ngrid_dk,m2_q815_ngrid_other_yn,m2_1n2_freeconnection,m3_q83_light_main,m3_q84_1_light_main_adequate,m3_q84_2_light_main_reliable,m3_q84_3_light_main_expensive,m3_q84_4_light_main_safe,m3_q88_light_community_satisfy,m3_q93_light_street_satisfy,m3_q94_1_rank_household_elec,m3_q94_2_rank_street_light,m3_q94_3_rank_prod_elec,m3_q94_4_rank_community_elec,m3_q95_elec_steal,m3_q96_elec_steal_illegal,m3_q97_elec_steal_stop,m6_q136_elec_willpay_urban,m6_q137_support_rank_lpg,m6_q137_support_rank_elec,m6_q137_support_rank_kero,m6_q137_support_rank_water,m6_q137_support_rank_edu,m6_q138_support_solar_lantern,m6_5n1_ddugjy_heard,m6_5n2_ddugjy_electrified,m6_5n3_saubhagya_heard,m6_5n4_saubhagya_electrified,m6_q150_govt_light,m6_q155_1_cook_govt_improv,m6_q155_2_cook_govt_lpg,m6_q155_3_cook_govt_bioplant,m6_q155_4_cook_govt_lpgcyl
ODISHA,Diesel Pump,Satisfied,Yes,No,No,Yes,Neither,Yes,0,0,15,5,0,Representative of Electricity Department,,Neutral,,,,,,,,,,,,Grid Electricity,No,No,Yes,No,,Unsatisfied,1,3,2,4,No,Yes,Yes,No,1,2,4,3,5,No,No,,No,,Lighting via Regular Elec Grid,1,3,4,2
ODISHA,,,No,No,No,No,Neither,Yes,2,0,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,Kerosene Lamp/Lantern,Yes,Yes,No,Yes,Satisfied,Neutral,1,4,2,3,No,Yes,Yes,Yes,1,3,4,2,5,Yes,No,,No,,Lighting via Regular Elec Grid,2,3,1,4
ODISHA,,,Yes,No,No,Yes,Solar Lantern,No,2,0,15,6,0,No one/No Need to pay,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,3,2,4,No,Yes,Yes,Yes,4,3,5,2,1,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,,No,No,No,Yes,Solar Lantern,Yes,4,0,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,Yes,Kerosene Lamp/Lantern,No,No,Yes,No,Satisfied,Satisfied,1,2,4,3,,Yes,Yes,No,4,3,5,2,1,Yes,No,,No,,Lighting via Regular Elec Grid,4,2,3,1
ODISHA,,,Yes,No,No,Yes,Neither,Yes,0,0,20,5,1,Representative of Electricity Department,,Unsatisfied,Yes,No,No,Yes,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,2,3,4,,Yes,Yes,No,4,3,5,1,2,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,Neutral,Yes,No,No,Yes,Solar Lantern,Yes,0,1,17,6,4,No one/No Need to pay,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,No,Yes,Yes,Unsatisfied,Unsatisfied,1,2,4,3,Yes,Yes,Yes,Yes,2,4,5,1,3,No,No,,No,,Kerosene,4,2,3,1
ODISHA,,,Yes,No,No,Yes,Neither,Yes,0,0,18,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,No,No,Yes,Yes,Satisfied,Satisfied,1,3,4,2,No,Yes,Yes,No,4,3,5,2,1,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,Unsatisfied,Yes,No,No,Yes,Neither,Yes,0,0,20,4,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Neutral,1,2,4,3,No,Yes,Yes,No,5,4,3,1,2,No,No,,No,,Lighting via Regular Elec Grid,4,2,3,1
ODISHA,,,No,No,No,Yes,Neither,Yes,0,1,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Kerosene Lamp/Lantern,Yes,Yes,No,No,Satisfied,Satisfied,1,4,2,3,No,Yes,Yes,No,3,2,5,4,1,Yes,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
ODISHA,,Unsatisfied,Yes,No,No,Yes,Neither,Yes,2,0,22,4,2,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Unsatisfied,3,2,4,1,No,Yes,Yes,No,3,4,5,1,2,Yes,Yes,No,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,Unsatisfied,Yes,No,No,Yes,Neither,Yes,2,0,20,5,3,No one/No Need to pay,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Unsatisfied,2,1,4,3,No,Yes,Yes,No,5,3,4,2,1,No,No,,No,,Kerosene,1,4,2,3
ODISHA,,Unsatisfied,Yes,No,No,Yes,Neither,Yes,3,0,20,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Unsatisfied,2,1,4,3,No,Yes,Yes,No,3,4,5,2,1,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,,Yes,No,No,No,Neither,Yes,0,0,20,5,1,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,2,4,3,,Yes,Yes,No,3,4,5,2,1,Yes,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
ODISHA,,,No,No,No,Yes,Solar Lantern,No,1,0,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,Solar Home System/Lantern,Yes,Yes,No,Yes,Neutral,Neutral,1,3,4,2,No,Yes,Yes,Yes,1,3,4,2,5,Yes,No,,No,,Lighting via Regular Elec Grid,1,3,4,2
ODISHA,,,Yes,No,No,No,Neither,Yes,0,0,20,4,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,No,Satisfied,Unsatisfied,1,3,2,4,No,Yes,Yes,No,1,2,4,5,3,No,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,,Yes,No,No,No,Neither,Yes,1,0,13,4,2,Representative of Electricity Department,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,No,No,Yes,Unsatisfied,Unsatisfied,3,1,4,2,Yes,Yes,No,Yes,3,4,5,2,1,No,No,,No,,Solar Lantern/Home Systems,2,1,4,3
ODISHA,,,Yes,No,No,Yes,Neither,Yes,0,0,7,3,1,Representative of Electricity Department,,Unsatisfied,Yes,Yes,Yes,Yes,,,,,,,,Grid Electricity,No,No,Yes,No,Neutral,Neutral,1,2,4,3,No,Yes,Yes,Yes,2,1,5,3,4,No,No,,No,,Lighting via Regular Elec Grid,1,2,4,3
ODISHA,,,Yes,No,No,Yes,Neither,Yes,2,0,8,4,5,Representative of Electricity Department,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Neutral,Neutral,1,2,4,3,No,Yes,Yes,Yes,1,2,5,3,4,No,No,,No,,Lighting via Regular Elec Grid,4,2,3,1
ODISHA,,,Yes,No,No,Yes,Neither,Yes,0,0,18,5,0,Neighbor or Relative,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Satisfied,Satisfied,1,3,4,2,,Yes,Yes,No,4,3,5,1,2,Yes,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
ODISHA,,Neutral,Yes,No,No,No,Solar Lantern,No,2,0,19,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Satisfied,Satisfied,4,1,3,2,No,Yes,Yes,Yes,4,3,5,1,2,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,2,4
ODISHA,,,Yes,No,No,Yes,Neither,Yes,1,0,20,6,1,Representative of Electricity Department,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Satisfied,Unsatisfied,3,1,2,4,No,Yes,Yes,Yes,4,3,5,1,2,Yes,No,,No,,Lighting via Regular Elec Grid,2,1,3,4
ODISHA,,,Yes,No,No,Yes,Neither,Yes,2,1,18,4,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Unsatisfied,Satisfied,2,1,3,4,,Yes,Yes,No,4,2,5,3,1,Yes,No,,No,,Lighting via Regular Elec Grid,4,2,3,1
ODISHA,,,Yes,No,No,No,Neither,Yes,1,0,21.5,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,No,Yes,Yes,,Unsatisfied,1,2,4,3,No,Yes,Yes,No,4,1,2,5,3,No,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
ODISHA,,Unsatisfied,Yes,No,No,Yes,Neither,Yes,0,0,20,5,3,Representative of Electricity Department,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Satisfied,Neutral,1,3,2,4,,Yes,Yes,No,3,2,4,1,5,No,No,,No,,Kerosene,4,2,3,1
ODISHA,,,Yes,No,No,Yes,Neither,Yes,0,0,18,5,10,Representative of Electricity Department,,Unsatisfied,No,Yes,Yes,Yes,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Satisfied,Unsatisfied,1,3,2,4,No,Yes,Yes,No,3,2,4,1,5,Yes,No,,No,,Lighting via Regular Elec Grid,2,1,4,3
ODISHA,,,Yes,No,No,Yes,Neither,Yes,2,0,18,5,5,Representative of Electricity Department,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Unsatisfied,Unsatisfied,2,1,4,3,No,Yes,Yes,Yes,3,4,5,2,1,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,Satisfied,No,No,No,No,Neither,Yes,3,0,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,Kerosene Lamp/Lantern,Yes,Yes,No,Yes,Satisfied,Neutral,1,2,4,3,No,Yes,Yes,No,2,3,5,1,4,Yes,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
ODISHA,,Unsatisfied,Yes,No,No,No,Neither,Yes,2,0,21,5,1,No one/No Need to pay,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,No,,Neutral,1,2,3,4,No,Yes,Yes,No,1,2,3,4,5,No,No,,No,,Lighting via Regular Elec Grid,2,3,4,1
ODISHA,,,No,No,No,No,Neither,Yes,2,0,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,Kerosene Lamp/Lantern,Yes,Yes,No,Yes,Satisfied,Unsatisfied,2,3,4,1,Yes,Yes,Yes,No,4,2,3,1,5,No,No,,No,,Kerosene,1,2,4,3
ODISHA,,Unsatisfied,Yes,No,No,No,Neither,Yes,1,0,19,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Unsatisfied,Unsatisfied,1,2,4,3,No,Yes,Yes,No,5,4,2,1,3,No,No,,No,,Lighting via Regular Elec Grid,2,3,1,4
ODISHA,,,Yes,No,No,No,Neither,Yes,0,0,20,4,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,2,4,3,Yes,Yes,Yes,No,4,3,5,1,2,Yes,No,,No,,Lighting via Regular Elec Grid,4,2,3,1
ODISHA,,,Yes,No,No,Yes,Neither,Yes,1,1,21,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Unsatisfied,Unsatisfied,1,2,4,3,No,Yes,Yes,No,4,3,5,1,2,Yes,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
ODISHA,,,Yes,No,No,No,Neither,Yes,0,0,20,6,3,Neighbor or Relative,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,No,,Unsatisfied,1,3,2,4,No,Yes,Yes,Yes,3,4,1,2,5,Yes,No,,No,,Lighting via Regular Elec Grid,2,1,4,3
ODISHA,,,No,No,No,Yes,Neither,Yes,1,0,,,,,,,,,,,No,,,,,,Yes,Kerosene Lamp/Lantern,Yes,No,Yes,No,Satisfied,Satisfied,1,2,4,3,No,Yes,Yes,No,2,3,5,1,4,Yes,No,,No,,Solar Lantern/Home Systems,1,3,4,2
ODISHA,,,No,No,No,Yes,Solar Lantern,No,0,0,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,Solar Home System/Lantern,Yes,Yes,No,Yes,Satisfied,Satisfied,1,2,4,3,No,Yes,Yes,No,3,2,5,1,4,Yes,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
ODISHA,,,Yes,No,No,Yes,Neither,Yes,0,0,18,5,3,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,2,4,3,No,Yes,Yes,No,2,1,5,3,4,Yes,No,,No,,Lighting via Regular Elec Grid,4,1,3,2
ODISHA,,,Yes,No,No,No,Neither,Yes,0,1,23,6,4,Dont Know Where to Pay,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,No,No,No,,Unsatisfied,3,2,1,4,No,No,Yes,Yes,4,5,3,1,2,Yes,No,,No,,Solar Lantern/Home Systems,4,2,3,1
ODISHA,,Unsatisfied,Yes,No,No,No,Neither,Yes,2,2,21,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Satisfied,Unsatisfied,2,1,4,3,No,Yes,Yes,No,3,4,5,2,1,Yes,No,,No,,Lighting via Regular Elec Grid,4,1,3,2
ODISHA,,,Yes,No,No,Yes,Neither,No,0,0,10,4,8,Representative of Electricity Department,,Unsatisfied,No,No,No,No,,,,,,,,Grid Electricity,No,No,No,No,Satisfied,Satisfied,1,2,4,3,Yes,Yes,Yes,No,4,2,3,1,5,Yes,No,,No,,Lighting via Regular Elec Grid,1,3,2,4
ODISHA,,,Yes,No,No,No,Neither,Yes,0,0,15,4,0,Representative of Electricity Department,,Unsatisfied,No,Yes,Yes,No,,,,,,,,Grid Electricity,No,No,No,Yes,,Unsatisfied,1,2,3,4,No,,No,No,4,2,1,3,5,No,No,,No,,Kerosene,1,2,3,4
ODISHA,,,Yes,No,No,No,Neither,Yes,0,0,20,4,0,Neighbor or Relative,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Unsatisfied,2,1,4,3,No,Yes,Yes,No,4,3,5,1,2,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,,Yes,No,No,Yes,Neither,No,2,0,21,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Unsatisfied,Unsatisfied,1,4,3,2,No,Yes,Yes,No,4,3,5,2,1,No,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
ODISHA,Electric Pump,Satisfied,Yes,No,No,No,Neither,No,0,0,22,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Satisfied,Satisfied,2,1,4,3,,Yes,Yes,Yes,2,3,4,1,5,Yes,No,,No,,Lighting via Regular Elec Grid,4,1,3,2
ODISHA,,,Yes,No,No,No,Neither,Yes,0,0,20,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,No,No,Yes,No,,Unsatisfied,1,3,2,4,No,No,Yes,No,1,2,4,5,3,No,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
ODISHA,,,Yes,No,No,Yes,Neither,Yes,0,0,20,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,No,Yes,No,Satisfied,Neutral,1,2,4,3,No,Yes,No,Yes,3,4,5,2,1,Yes,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
ODISHA,,Unsatisfied,Yes,No,No,No,Neither,Yes,2,0,22,6,1,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Satisfied,Satisfied,1,3,4,2,No,Yes,Yes,No,3,4,5,1,2,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,,Yes,No,No,Yes,Solar Lantern,Yes,0,0,15,3,2,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Neutral,Unsatisfied,3,2,4,1,Yes,Yes,Yes,No,4,3,5,1,2,Yes,Yes,No,No,,Kerosene,4,2,3,1
ODISHA,,Unsatisfied,No,No,No,No,Solar Lantern,Yes,0,0,,,,,,,,,,,No,,,,,,Yes,Kerosene Lamp/Lantern,No,Yes,Yes,No,,Unsatisfied,1,3,4,2,,,,No,1,3,2,4,5,Yes,No,,No,,Kerosene,1,4,3,2
ODISHA,,,Yes,No,No,No,Neither,Yes,3,0,17,4,2,Representative of Electricity Department,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,No,Neutral,Unsatisfied,1,2,4,3,Yes,Yes,Yes,Yes,4,1,5,3,2,Yes,No,,No,,Kerosene,4,1,3,2
ODISHA,,Unsatisfied,Yes,No,No,No,Neither,Yes,1,0,13,4,2,Representative of Electricity Department,,Neutral,,,,,,,,,,,,Grid Electricity,No,No,Yes,Yes,Satisfied,Unsatisfied,1,2,3,4,,Yes,Yes,No,2,4,5,1,3,Yes,No,,No,,Solar Lantern/Home Systems,1,3,4,2
ODISHA,,,Yes,No,No,Yes,Neither,No,0,0,20,5,1,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,2,4,3,,Yes,Yes,No,4,3,5,1,2,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,,Yes,No,No,Yes,Neither,Yes,2,0,12,4,5,Representative of Electricity Department,,Unsatisfied,Yes,Yes,Yes,Yes,,,,,,,,Grid Electricity,No,No,Yes,No,Unsatisfied,Unsatisfied,1,2,4,3,No,Yes,Yes,No,4,1,5,2,3,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,,Yes,No,No,Yes,Solar Lantern,Yes,0,1,14,2,2,Representative of Electricity Department,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,No,Yes,Yes,Neutral,Unsatisfied,1,4,2,3,No,Yes,Yes,Yes,1,4,5,2,3,Yes,No,,No,,Solar Lantern/Home Systems,3,1,2,4
ODISHA,,,Yes,No,No,Yes,Neither,Yes,0,0,20,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Neutral,2,3,4,1,No,Yes,Yes,Yes,4,3,5,1,2,No,Yes,No,No,,Lighting via Regular Elec Grid,4,2,3,1
ODISHA,,,Yes,No,No,Yes,Neither,No,1,0,8,3,6,Others,HE PAYS OWN BILL IN THE OFFICE BY HIMSELF,Neutral,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,,Unsatisfied,1,3,2,4,,Yes,Yes,Yes,2,4,5,1,3,Yes,No,,No,,Lighting via Regular Elec Grid,4,2,3,1
ODISHA,,,Yes,No,No,Yes,Neither,Yes,0,0,20,5,0,Representative of Electricity Department,,Unsatisfied,Yes,Yes,No,Yes,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,2,3,4,,Yes,Yes,No,5,4,3,1,2,No,No,,No,,Lighting via Regular Elec Grid,2,1,3,4
ODISHA,,Unsatisfied,Yes,No,No,Yes,Neither,Yes,1,0,23,4,6,Others,NOBODY BECAUSE IT IS FREE CONNECTION,Unsatisfied,No,Yes,Yes,Yes,,,,,,,,Grid Electricity,No,No,No,No,Satisfied,Unsatisfied,1,2,4,3,,Yes,Yes,No,4,3,5,2,1,Yes,No,,No,,Lighting via Regular Elec Grid,4,3,2,1
ODISHA,,Unsatisfied,Yes,No,No,No,Solar Lantern,Yes,2,0,22,6,0,No one/No Need to pay,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,No,Satisfied,Unsatisfied,1,3,2,4,Yes,No,No,No,2,3,4,1,5,Yes,No,,No,,Solar Lantern/Home Systems,2,1,4,3
ODISHA,,,Yes,No,No,No,Neither,Yes,2,0,19,5,2,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,No,Yes,No,Unsatisfied,Unsatisfied,2,1,4,3,Yes,Yes,Yes,Yes,2,3,5,1,4,Yes,No,,No,,Solar Lantern/Home Systems,3,1,4,2
ODISHA,,,Yes,No,No,Yes,Neither,Yes,3,0,22,5,2,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,3,1,4,2,No,Yes,Yes,Yes,1,2,5,3,4,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,Unsatisfied,Yes,No,No,Yes,Neither,Yes,0,0,14,2,2,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,3,4,2,No,Yes,Yes,No,1,2,4,3,5,Yes,No,,No,,Lighting via Regular Elec Grid,4,2,3,1
ODISHA,,,Yes,No,No,No,Neither,Yes,1,0,21,6,1,No one/No Need to pay,,Unsatisfied,No,Yes,Yes,No,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,2,3,4,No,Yes,Yes,Yes,4,3,2,1,5,Yes,No,,No,,Lighting via Regular Elec Grid,1,4,3,2
ODISHA,,,Yes,No,No,No,Solar Lantern,Yes,0,0,20,5,1,Representative of Electricity Department,,Unsatisfied,Yes,Yes,No,No,,,,,,,,Grid Electricity,Yes,No,Yes,No,,Unsatisfied,1,3,2,4,No,Yes,Yes,No,1,2,4,3,5,Yes,No,,No,,Lighting via Regular Elec Grid,2,3,4,1
ODISHA,,Unsatisfied,Yes,No,No,No,Neither,Yes,0,0,20,5,1,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,2,4,3,No,Yes,Yes,No,2,3,4,1,5,No,No,,No,,Lighting via Regular Elec Grid,4,2,3,1
ODISHA,,Unsatisfied,Yes,No,No,Yes,Neither,Yes,0,0,19,5,1,Representative of Electricity Department,,Unsatisfied,Yes,Yes,No,No,,,,,,,,Grid Electricity,Yes,No,Yes,Yes,Unsatisfied,Unsatisfied,1,2,4,3,No,Yes,Yes,No,1,3,4,2,5,No,No,,No,,Lighting via Regular Elec Grid,1,3,4,2
ODISHA,,,Yes,No,No,Yes,Neither,Yes,1,0,18,5,2,No one/No Need to pay,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Satisfied,Unsatisfied,1,2,4,3,,Yes,Yes,No,4,5,3,2,1,Yes,No,,No,,Kerosene,3,1,4,2
ODISHA,,,Yes,No,No,Yes,Solar Lantern,Yes,0,0,12,4,3,Representative of Electricity Department,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Unsatisfied,Unsatisfied,3,1,4,2,No,Yes,Yes,Yes,3,4,5,2,1,Yes,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
ODISHA,Diesel Pump,Neutral,Yes,No,No,No,Neither,Yes,2,0,19,6,3,Representative of Electricity Department,,Unsatisfied,No,Yes,Yes,Yes,,,,,,,,Grid Electricity,Yes,No,Yes,No,Satisfied,Unsatisfied,2,1,4,3,No,Yes,Yes,Yes,2,1,3,4,5,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,2,4
ODISHA,,,Yes,No,No,No,Neither,Yes,0,1,15,4,0,Representative of Electricity Department,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,3,4,2,No,Yes,Yes,No,3,2,5,4,1,No,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
ODISHA,,,Yes,No,No,Yes,Solar Lantern,Yes,2,0,19,5,3,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,No,Satisfied,Satisfied,1,2,4,3,,Yes,Yes,No,4,3,5,1,2,Yes,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,,Yes,No,No,Yes,Neither,Yes,0,0,20,5,0,Representative of Electricity Department,,Neutral,,,,,,,,,,,,Grid Electricity,Yes,No,Yes,Yes,Satisfied,Neutral,1,2,3,4,No,Yes,Yes,Yes,5,1,3,2,4,Yes,No,,No,,Lighting via Regular Elec Grid,3,4,2,1
ODISHA,,Unsatisfied,Yes,No,No,Yes,Neither,Yes,1,0,16,4.3,2,Representative of Electricity Department,,Unsatisfied,No,Yes,No,No,,,,,,,,Grid Electricity,Yes,No,No,Yes,Satisfied,Satisfied,1,3,2,4,No,Yes,Yes,No,1,3,4,2,5,Yes,No,,No,,Lighting via Regular Elec Grid,2,1,4,3
ODISHA,Diesel Pump,Neutral,Yes,No,No,No,Neither,Yes,0,0,20,5,2,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,4,2,3,No,Yes,Yes,No,4,3,2,5,1,No,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,,Yes,No,No,Yes,Solar Lantern,Yes,2,0,2,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,2,4,3,,Yes,Yes,No,4,2,5,1,3,No,No,,No,,Lighting via Regular Elec Grid,3,1,4,2
ODISHA,,,Yes,No,No,Yes,Neither,Yes,3,0,20,4,4,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Neutral,Satisfied,1,2,3,4,No,Yes,Yes,Yes,3,4,5,1,2,No,Yes,Yes,No,,Lighting via Regular Elec Grid,4,2,3,1
ODISHA,,Unsatisfied,Yes,No,No,No,Neither,Yes,0,0,15,3,1,Representative of Electricity Department,,Unsatisfied,No,Yes,No,No,,,,,,,,Grid Electricity,Yes,No,Yes,No,Satisfied,Unsatisfied,1,2,3,4,No,Yes,Yes,No,1,2,4,5,3,Yes,No,,No,,Lighting via Regular Elec Grid,2,1,3,4
ODISHA,,Neutral,Yes,No,No,No,Neither,Yes,0,0,19,6,0,No one/No Need to pay,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,Yes,Yes,Satisfied,Satisfied,1,2,4,3,No,Yes,Yes,No,4,3,5,2,1,Yes,No,,No,,Solar Lantern/Home Systems,1,2,4,3
ODISHA,,Unsatisfied,Yes,No,No,Yes,Neither,Yes,0,0,19,5,0,Representative of Electricity Department,,Satisfied,,,,,,,,,,,,Grid Electricity,Yes,Yes,No,Yes,Unsatisfied,Unsatisfied,2,1,4,3,,Yes,Yes,No,4,3,5,1,2,Yes,No,,No,,Lighting via Regular Elec Grid,3,2,4,1
